Software Version,3.05.11,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Experiment File Path:,C:\Users\gump\Desktop\Putnam\Gametogenesis_Project_2022\Chlorophyll_2022\July2022\20220805_CHL_July.xpt,,,,,,,,,,,,,
Protocol File Path:,C:\Users\Public\Documents\Protocols\Chlorophyll.prt,,,,,,,,,,,,,
Plate Number,Plate 1,,,,,,,,,,,,,
Date,8/5/22,,,,,,,,,,,,,
Time,9:59:11 AM,,,,,,,,,,,,,
Reader Type:,Synergy HTX,,,,,,,,,,,,,
Reader Serial Number:,19041023,,,,,,,,,,,,,
Reading Type,Reader,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Procedure Details,,,,,,,,,,,,,,
Plate Type,96 WELL PLATE,,,,,,,,,,,,,
Eject plate on completion,,,,,,,,,,,,,,
Read,Absorbance Endpoint,,,,,,,,,,,,,
,Full Plate,,,,,,,,,,,,,
,"Wavelengths:  630, 663, 750",,,,,,,,,,,,,
,"Read Speed: Normal,  Delay: 100 msec,  Measurements/Data Point: 8",,,,,,,,,,,,,
,,,,,,,,,,,,,,
Results,,,,,,,,,,,,,,
Actual Temperature:,22.4,,,,,,,,,,,,,
Actual Temperature:,22.4,,,,,,,,,,,,,
Actual Temperature:,22.4,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,1,2,3,4,5,6,7,8,9,10,11,12,
,A,0.045,0.05,0.065,0.06,0.098,0.112,0.067,0.069,0.076,0.087,0.081,0.087,630
,,0.044,0.051,0.118,0.121,0.282,0.33,0.17,0.192,0.202,0.231,0.205,0.234,663
,,0.044,0.052,0.048,0.041,0.04,0.043,0.035,0.031,0.037,0.042,0.041,0.041,750
,B,0.081,0.088,0.079,0.096,0.104,0.102,0.093,0.108,0.08,0.088,0.127,0.14,630
,,0.201,0.23,0.193,0.228,0.251,0.266,0.286,0.331,0.197,0.222,0.382,0.431,663
,,0.046,0.046,0.045,0.057,0.063,0.055,0.032,0.037,0.044,0.048,0.051,0.054,750
,C,0.079,0.089,0.065,0.07,0.171,0.147,0.09,0.106,0.064,0.074,0.116,0.126,630
,,0.224,0.258,0.149,0.164,0.421,0.432,0.226,0.259,0.162,0.184,0.31,0.33,663
,,0.035,0.038,0.039,0.041,0.086,0.058,0.047,0.058,0.034,0.04,0.071,0.064,750
,D,0.073,0.072,0.062,0.074,0.087,0.095,0.067,0.063,0.081,0.095,0.113,0.128,630
,,0.154,0.163,0.134,0.154,0.217,0.241,0.159,0.167,0.221,0.258,0.334,0.373,663
,,0.047,0.043,0.039,0.048,0.05,0.052,0.037,0.031,0.037,0.044,0.054,0.056,750
,E,0.057,0.065,0.074,0.079,0.074,0.078,0.07,0.081,0.085,0.092,0.095,0.092,630
,,0.136,0.153,0.179,0.196,0.19,0.211,0.205,0.236,0.216,0.24,0.233,0.25,663
,,0.034,0.037,0.041,0.039,0.039,0.038,0.033,0.038,0.043,0.046,0.055,0.046,750
,F,0.054,0.062,0.08,0.083,0.092,0.101,0.061,0.058,0.078,0.086,0.097,0.109,630
,,0.126,0.144,0.177,0.192,0.248,0.282,0.107,0.11,0.144,0.162,0.249,0.276,663
,,0.032,0.036,0.045,0.043,0.049,0.052,0.045,0.04,0.055,0.061,0.052,0.058,750
,G,0.085,0.102,0.079,0.108,0.089,0.075,0.074,0.091,0.07,0.08,0.041,0.046,630
,,0.242,0.279,0.188,0.234,0.226,0.232,0.183,0.213,0.181,0.206,0.041,0.045,663
,,0.04,0.047,0.046,0.065,0.044,0.029,0.041,0.052,0.035,0.039,0.04,0.044,750
,H,0.036,0.038,0.04,0.041,0.043,0.048,0.036,0.035,0.031,0.038,0.034,0.043,630
,,0.036,0.037,0.04,0.041,0.042,0.047,0.035,0.035,0.031,0.037,0.034,0.043,663
,,0.035,0.036,0.039,0.04,0.04,0.046,0.035,0.035,0.031,0.036,0.033,0.042,750
