Software Version,3.05.11,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Experiment File Path:,C:\Users\gump\Desktop\Putnam\Gametogenesis_Project_2022\Chlorophyll_2022\April2022\20220422_ACR_April2022_CHL.xpt,,,,,,,,,,,,,
Protocol File Path:,C:\Users\Public\Documents\Protocols\Chlorophyll.prt,,,,,,,,,,,,,
Plate Number,Plate 1,,,,,,,,,,,,,
Date,4/22/2022,,,,,,,,,,,,,
Time,9:36:33 AM,,,,,,,,,,,,,
Reader Type:,Synergy HTX,,,,,,,,,,,,,
Reader Serial Number:,19041023,,,,,,,,,,,,,
Reading Type,Reader,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Procedure Details,,,,,,,,,,,,,,
Plate Type,96 WELL PLATE,,,,,,,,,,,,,
Eject plate on completion,,,,,,,,,,,,,,
Read,Absorbance Endpoint,,,,,,,,,,,,,
,Full Plate,,,,,,,,,,,,,
,"Wavelengths:  630, 663, 750",,,,,,,,,,,,,
,"Read Speed: Normal,  Delay: 100 msec,  Measurements/Data Point: 8",,,,,,,,,,,,,
,,,,,,,,,,,,,,
Results,,,,,,,,,,,,,,
Actual Temperature:,23.8,,,,,,,,,,,,,
Actual Temperature:,23.8,,,,,,,,,,,,,
Actual Temperature:,23.8,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,1,2,3,4,5,6,7,8,9,10,11,12,
,A,0.032,0.039,0.04,0.043,0.045,0.045,0.058,0.058,0.043,0.044,0.052,0.067,630
,,0.032,0.039,0.068,0.078,0.078,0.083,0.139,0.153,0.066,0.07,0.12,0.153,663
,,0.032,0.038,0.032,0.033,0.036,0.034,0.035,0.032,0.035,0.034,0.032,0.041,750
,B,0.062,0.068,0.057,0.067,0.06,0.066,0.077,0.089,0.056,0.06,0.055,0.059,630
,,0.156,0.179,0.146,0.167,0.166,0.191,0.254,0.294,0.137,0.154,0.13,0.147,663
,,0.034,0.035,0.033,0.033,0.031,0.033,0.034,0.038,0.031,0.031,0.033,0.034,750
,C,0.048,0.072,0.067,0.072,0.061,0.063,0.057,0.049,0.057,0.064,0.065,0.069,630
,,0.103,0.126,0.194,0.22,0.155,0.171,0.116,0.116,0.159,0.18,0.189,0.21,663
,,0.032,0.039,0.033,0.034,0.033,0.031,0.041,0.03,0.029,0.032,0.032,0.032,750
,D,0.062,0.06,0.066,0.073,0.041,0.049,0.063,0.066,0.071,0.069,0.063,0.082,630
,,0.142,0.154,0.181,0.207,0.078,0.089,0.16,0.177,0.182,0.197,0.173,0.208,663
,,0.04,0.034,0.035,0.038,0.032,0.036,0.036,0.034,0.037,0.031,0.032,0.045,750
,E,0.072,0.072,0.055,0.055,0.046,0.053,0.065,0.069,0.066,0.072,0.056,0.061,630
,,0.178,0.2,0.12,0.132,0.107,0.125,0.178,0.202,0.194,0.221,0.135,0.152,663
,,0.038,0.032,0.035,0.032,0.03,0.035,0.033,0.033,0.033,0.032,0.033,0.034,750
,F,0.072,0.079,0.064,0.066,0.059,0.064,0.074,0.081,0.048,0.046,0.06,0.063,630
,,0.21,0.245,0.159,0.179,0.156,0.176,0.211,0.24,0.096,0.103,0.156,0.176,663
,,0.033,0.032,0.036,0.032,0.031,0.032,0.034,0.034,0.035,0.031,0.032,0.03,750
,G,0.043,0.04,0.032,0.033,0.071,0.074,0.049,0.052,0.073,0.077,0.03,0.034,630
,,0.07,0.07,0.032,0.033,0.197,0.225,0.104,0.117,0.202,0.229,0.031,0.035,663
,,0.034,0.03,0.032,0.032,0.036,0.037,0.035,0.035,0.036,0.033,0.03,0.034,750
,H,0.035,0.031,0.038,0.033,0.033,0.033,0.032,0.036,0.033,0.035,0.036,0.033,630
,,0.035,0.032,0.038,0.033,0.032,0.033,0.033,0.036,0.034,0.035,0.036,0.033,663
,,0.034,0.032,0.037,0.032,0.032,0.033,0.032,0.035,0.033,0.035,0.036,0.032,750
