Software Version,3.05.11,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Experiment File Path:,C:\Users\gump\Desktop\Putnam\Gametogenesis_Project_2022\Chlorophyll_2022\August2022\20220815_CHL.xpt,,,,,,,,,,,,,
Protocol File Path:,C:\Users\Public\Documents\Protocols\Chlorophyll.prt,,,,,,,,,,,,,
Plate Number,Plate 1,,,,,,,,,,,,,
Date,8/15/22,,,,,,,,,,,,,
Time,5:14:16 PM,,,,,,,,,,,,,
Reader Type:,Synergy HTX,,,,,,,,,,,,,
Reader Serial Number:,19041023,,,,,,,,,,,,,
Reading Type,Reader,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Procedure Details,,,,,,,,,,,,,,
Plate Type,96 WELL PLATE,,,,,,,,,,,,,
Eject plate on completion,,,,,,,,,,,,,,
Read,Absorbance Endpoint,,,,,,,,,,,,,
,Full Plate,,,,,,,,,,,,,
,"Wavelengths:  630, 663, 750",,,,,,,,,,,,,
,"Read Speed: Normal,  Delay: 100 msec,  Measurements/Data Point: 8",,,,,,,,,,,,,
,,,,,,,,,,,,,,
Results,,,,,,,,,,,,,,
Actual Temperature:,22.6,,,,,,,,,,,,,
Actual Temperature:,22.6,,,,,,,,,,,,,
Actual Temperature:,22.6,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,1,2,3,4,5,6,7,8,9,10,11,12,
,A,0.029,0.03,0.047,0.05,0.066,0.073,0.067,0.067,0.056,0.062,0.061,0.067,630
,,0.029,0.03,0.072,0.081,0.17,0.191,0.157,0.17,0.136,0.152,0.149,0.165,663
,,0.029,0.029,0.035,0.038,0.031,0.032,0.035,0.031,0.03,0.036,0.029,0.031,750
,B,0.052,0.059,0.063,0.066,0.058,0.058,0.076,0.09,0.075,0.073,0.136,0.108,630
,,0.128,0.142,0.141,0.155,0.138,0.146,0.194,0.221,0.185,0.199,0.186,0.168,663
,,0.03,0.035,0.034,0.034,0.031,0.029,0.036,0.042,0.038,0.033,0.109,0.083,750
,C,0.086,0.098,0.066,0.07,0.058,0.059,0.074,0.085,0.079,0.085,0.077,0.085,630
,,0.264,0.3,0.154,0.166,0.123,0.131,0.199,0.224,0.218,0.242,0.208,0.241,663
,,0.029,0.032,0.04,0.042,0.037,0.036,0.031,0.035,0.037,0.037,0.035,0.038,750
,D,0.078,0.091,0.051,0.062,0.063,0.086,0.058,0.057,0.044,0.045,0.085,0.102,630
,,0.244,0.272,0.108,0.125,0.168,0.202,0.125,0.131,0.074,0.078,0.266,0.296,663
,,0.032,0.04,0.033,0.043,0.033,0.053,0.037,0.035,0.033,0.035,0.033,0.045,750
,E,0.084,0.089,0.086,0.091,0.083,0.089,0.09,0.097,0.063,0.056,0.097,0.116,630
,,0.242,0.265,0.236,0.261,0.23,0.255,0.275,0.281,0.108,0.107,0.302,0.353,663
,,0.033,0.034,0.04,0.041,0.033,0.032,0.032,0.038,0.044,0.038,0.035,0.043,750
,F,0.052,0.053,0.056,0.051,0.075,0.08,0.084,0.089,0.076,0.086,0.079,0.069,630
,,0.106,0.113,0.101,0.102,0.186,0.206,0.227,0.235,0.181,0.205,0.137,0.134,663
,,0.035,0.033,0.039,0.032,0.034,0.035,0.041,0.045,0.041,0.049,0.055,0.046,750
,G,0.088,0.099,0.069,0.079,0.06,0.058,0.046,0.051,0.084,0.079,0.038,0.039,630
,,0.266,0.299,0.185,0.205,0.129,0.124,0.094,0.103,0.215,0.225,0.038,0.038,663
,,0.034,0.038,0.033,0.039,0.038,0.037,0.03,0.033,0.042,0.035,0.037,0.037,750
,H,0.038,0.044,0.034,0.033,0.043,0.035,0.043,0.032,0.042,0.045,0.04,0.041,630
,,0.038,0.043,0.033,0.033,0.043,0.034,0.043,0.032,0.041,0.045,0.04,0.04,663
,,0.036,0.042,0.033,0.032,0.041,0.033,0.041,0.032,0.041,0.044,0.039,0.039,750
